,Year,City1,City2,PaxToCity2,PaxFromCity2,Month Name,Date,Domestic (Airport Footfalls),Domestic (Arriving Pax),Domestic (Departing Pax),Domestic (Arrival Flights),Domestic (Departure Flights),International (Arrival Flights),International (Departure Flights),International (Airport Footfalls),Total_foot_falls,Month
0,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2021-01-05,451941,228009,223932,2206,2198,495.6,442.24,160388.14666666667,843802.24,2021-01
1,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2021-01-18,456297,226717,229580,2088,2091,495.6,442.24,160388.14666666667,843802.24,2021-01
2,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-01,606261,298214,308047,2713,2736,297.0,305.0,87676.0,693937.0,2022-01
3,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-02,708991,350135,358856,2784,2794,314.0,328.0,91281.0,800272.0,2022-01
4,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-03,676848,339300,337548,2818,2810,316.0,310.0,88628.0,765476.0,2022-01
5,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-04,575080,289115,285965,2659,2660,279.0,306.0,81588.0,656668.0,2022-01
6,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-06,501865,253261,248604,2480,2469,286.0,311.0,86939.0,588804.0,2022-01
7,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-05,517351,259280,258071,2539,2543,310.0,307.0,87588.0,604939.0,2022-01
8,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-07,519983,259732,260251,2511,2518,333.0,341.0,95843.0,615826.0,2022-01
9,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-08,482360,241108,241252,2365,2366,330.0,321.0,91923.0,574283.0,2022-01
10,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-09,478321,237526,240795,2414,2409,335.0,344.0,93428.0,571749.0,2022-01
11,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-10,431118,216845,214273,2261,2247,314.0,316.0,86481.0,517599.0,2022-01
12,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-11,376906,187514,189392,2058,2061,302.0,303.0,78886.0,455792.0,2022-01
13,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-12,383736,191895,191841,2028,2035,316.0,317.0,83860.0,467596.0,2022-01
14,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-13,353712,177274,176438,2063,2062,316.0,315.0,79653.0,433365.0,2022-01
15,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-14,336992,169545,167447,1994,1991,337.0,344.0,89669.0,426661.0,2022-01
16,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-15,333220,167542,165678,1907,1903,305.0,305.0,83246.0,416466.0,2022-01
17,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-16,365325,180017,185308,2014,2035,315.0,335.0,84666.0,449991.0,2022-01
18,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-17,354854,178600,176254,1999,1993,313.0,306.0,76395.0,431249.0,2022-01
19,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-19,298895,151071,147824,1621,1610,307.0,299.0,73487.0,372382.0,2022-01
20,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-18,300548,150496,150052,1654,1647,290.0,290.0,68108.0,368656.0,2022-01
21,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-20,313562,156029,157533,1650,1650,305.0,305.0,74790.0,388352.0,2022-01
22,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-21,354118,178236,175882,1782,1794,314.0,328.0,82502.0,436620.0,2022-01
23,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-22,367940,183665,184275,1779,1778,321.0,317.0,78577.0,446517.0,2022-01
24,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-23,366408,179343,187065,1792,1798,324.0,326.0,79358.0,445766.0,2022-01
25,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-24,330676,165156,165520,1681,1661,292.0,289.0,71091.0,401767.0,2022-01
26,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-25,315635,159044,156591,1579,1568,276.0,279.0,65839.0,381474.0,2022-01
27,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-26,350779,174623,176156,1597,1601,297.0,298.0,74733.0,425512.0,2022-01
28,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-27,323159,162562,160597,1525,1515,293.0,296.0,72351.0,395510.0,2022-01
29,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-28,343632,171921,171711,1604,1614,319.0,323.0,85254.0,428886.0,2022-01
30,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-29,357412,177547,179865,1619,1613,309.0,316.0,82741.0,440153.0,2022-01
31,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-30,413373,201381,211992,1803,1808,321.0,314.0,83587.0,496960.0,2022-01
32,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2022-01-31,370566,187694,182872,1702,1690,290.0,288.0,77721.0,448287.0,2022-01
33,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2023-01-03,809057,400087,408970,2877,2883,519.0,442.0,171688.0,980745.0,2023-01
34,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2023-01-07,825678,412818,412860,2899,2899,557.0,444.0,185562.0,1011240.0,2023-01
35,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-01,824050,413337,410713,2905,2920,627.0,513.0,211428.0,1035478.0,2024-01
36,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-02,841664,424399,417265,2948,2951,600.0,498.0,205474.0,1047138.0,2024-01
37,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-03,852279,426956,425323,2879,2873,644.0,495.0,216510.0,1068789.0,2024-01
38,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-04,851460,424434,427026,2868,2869,631.0,508.0,208783.0,1060243.0,2024-01
39,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-05,855709,428766,426943,2877,2879,638.0,518.0,214804.0,1070513.0,2024-01
40,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-06,853059,425272,427787,2787,2786,655.0,514.0,231645.0,1084704.0,2024-01
41,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-07,896930,448292,448638,2901,2904,639.0,543.0,227990.0,1124920.0,2024-01
42,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-08,875530,439399,436131,2933,2932,615.0,504.0,209321.0,1084851.0,2024-01
43,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-09,863281,432336,430945,2927,2936,603.0,496.0,205681.0,1068962.0,2024-01
44,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-10,870927,434620,436307,2905,2899,647.0,498.0,210917.0,1081844.0,2024-01
45,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-11,874597,436535,438062,2933,2936,613.0,508.0,208706.0,1083303.0,2024-01
46,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-12,865955,432842,433113,2875,2873,631.0,511.0,215980.0,1081935.0,2024-01
47,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-13,870165,434473,435692,2870,2883,646.0,500.0,221744.0,1091909.0,2024-01
48,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-14,744842,363583,381259,2547,2552,666.0,502.0,219004.0,963846.0,2024-01
49,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-15,782525,392309,390216,2599,2598,629.0,511.0,208489.0,991014.0,2024-01
50,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-16,840723,423028,417695,2752,2747,585.0,507.0,202549.0,1043272.0,2024-01
51,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-17,850065,424445,425620,2805,2805,653.0,497.0,210370.0,1060435.0,2024-01
52,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-18,849541,426782,422759,2820,2821,613.0,508.0,211818.0,1061359.0,2024-01
53,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-19,831807,417055,414752,2715,2729,636.0,515.0,223201.0,1055008.0,2024-01
54,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-20,838408,421869,416359,2750,2739,639.0,515.0,220971.0,1059379.0,2024-01
55,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-21,842951,423685,419266,2739,2729,664.0,528.0,225866.0,1068817.0,2024-01
56,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-22,842951,423685,419266,2739,2729,652.0,499.0,210173.0,1053124.0,2024-01
57,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-23,819355,410890,408465,2738,2726,580.0,503.0,191904.0,1011259.0,2024-01
58,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-24,823962,412609,411353,2744,2749,654.0,501.0,203279.0,1027241.0,2024-01
59,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-25,845426,423011,422415,2790,2796,614.0,515.0,203238.0,1048664.0,2024-01
60,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-26,840802,421415,419387,2815,2804,632.0,521.0,210817.0,1051619.0,2024-01
61,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-27,858270,426191,432079,2905,3012,625.0,521.0,217882.0,1076152.0,2024-01
62,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-28,879804,437135,442669,2912,2925,653.0,530.0,222897.0,1102701.0,2024-01
63,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-29,883186,440851,442335,2948,2928,623.0,509.0,214380.0,1097566.0,2024-01
64,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-30,858034,427978,430056,2916,2909,581.0,506.0,196296.0,1054330.0,2024-01
65,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2024-01-31,842654,423985,418669,2859,2854,630.0,500.0,204718.0,1047372.0,2024-01
66,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2025-01-01,903348,458709,444639,3170,3166,630.0,633.0,227075.0,1130423.0,2025-01
67,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2025-01-02,933668,467381,466287,3182,3192,633.0,637.0,231973.0,1165641.0,2025-01
68,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2025-01-03,936817,463992,472825,3133,3137,619.0,613.0,238049.0,1174866.0,2025-01
69,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2025-01-04,938998,465739,473259,3062,3049,638.0,643.0,243567.0,1182565.0,2025-01
70,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2025-01-05,978884,488239,490645,3114,3124,658.0,659.0,253582.0,1232466.0,2025-01
71,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2025-01-06,975546,489033,486513,3148,3152,618.0,609.0,229985.0,1205531.0,2025-01
72,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2025-01-07,980482,489508,490974,3184,3183,621.0,621.0,230138.0,1210620.0,2025-01
73,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2025-01-28,965398,482756,482642,3199,3206,608.0,613.0,213937.0,1179335.0,2025-01
74,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2025-01-29,956181,477659,478522,3177,3182,663.0,586.0,219472.0,1175653.0,2025-01
75,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2025-01-30,974004,486012,487992,3206,3203,650.0,601.0,225000.0,1199004.0,2025-01
76,2021,ADAMPUR,AHMEDABAD,30.0,0.0,January,2025-01-31,997458,498462,498996,3201,3197,662.0,591.0,234359.0,1231817.0,2025-01
77,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2021-01-05,451941,228009,223932,2206,2198,495.6,442.24,160388.14666666667,843802.24,2021-01
78,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2021-01-18,456297,226717,229580,2088,2091,495.6,442.24,160388.14666666667,843802.24,2021-01
79,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-01,606261,298214,308047,2713,2736,297.0,305.0,87676.0,693937.0,2022-01
80,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-02,708991,350135,358856,2784,2794,314.0,328.0,91281.0,800272.0,2022-01
81,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-03,676848,339300,337548,2818,2810,316.0,310.0,88628.0,765476.0,2022-01
82,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-04,575080,289115,285965,2659,2660,279.0,306.0,81588.0,656668.0,2022-01
83,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-06,501865,253261,248604,2480,2469,286.0,311.0,86939.0,588804.0,2022-01
84,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-05,517351,259280,258071,2539,2543,310.0,307.0,87588.0,604939.0,2022-01
85,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-07,519983,259732,260251,2511,2518,333.0,341.0,95843.0,615826.0,2022-01
86,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-08,482360,241108,241252,2365,2366,330.0,321.0,91923.0,574283.0,2022-01
87,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-09,478321,237526,240795,2414,2409,335.0,344.0,93428.0,571749.0,2022-01
88,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-10,431118,216845,214273,2261,2247,314.0,316.0,86481.0,517599.0,2022-01
89,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-11,376906,187514,189392,2058,2061,302.0,303.0,78886.0,455792.0,2022-01
90,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-12,383736,191895,191841,2028,2035,316.0,317.0,83860.0,467596.0,2022-01
91,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-13,353712,177274,176438,2063,2062,316.0,315.0,79653.0,433365.0,2022-01
92,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-14,336992,169545,167447,1994,1991,337.0,344.0,89669.0,426661.0,2022-01
93,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-15,333220,167542,165678,1907,1903,305.0,305.0,83246.0,416466.0,2022-01
94,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-16,365325,180017,185308,2014,2035,315.0,335.0,84666.0,449991.0,2022-01
95,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-17,354854,178600,176254,1999,1993,313.0,306.0,76395.0,431249.0,2022-01
96,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-19,298895,151071,147824,1621,1610,307.0,299.0,73487.0,372382.0,2022-01
97,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-18,300548,150496,150052,1654,1647,290.0,290.0,68108.0,368656.0,2022-01
98,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-20,313562,156029,157533,1650,1650,305.0,305.0,74790.0,388352.0,2022-01
99,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-21,354118,178236,175882,1782,1794,314.0,328.0,82502.0,436620.0,2022-01
100,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-22,367940,183665,184275,1779,1778,321.0,317.0,78577.0,446517.0,2022-01
101,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-23,366408,179343,187065,1792,1798,324.0,326.0,79358.0,445766.0,2022-01
102,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-24,330676,165156,165520,1681,1661,292.0,289.0,71091.0,401767.0,2022-01
103,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-25,315635,159044,156591,1579,1568,276.0,279.0,65839.0,381474.0,2022-01
104,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-26,350779,174623,176156,1597,1601,297.0,298.0,74733.0,425512.0,2022-01
105,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-27,323159,162562,160597,1525,1515,293.0,296.0,72351.0,395510.0,2022-01
106,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-28,343632,171921,171711,1604,1614,319.0,323.0,85254.0,428886.0,2022-01
107,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-29,357412,177547,179865,1619,1613,309.0,316.0,82741.0,440153.0,2022-01
108,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-30,413373,201381,211992,1803,1808,321.0,314.0,83587.0,496960.0,2022-01
109,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2022-01-31,370566,187694,182872,1702,1690,290.0,288.0,77721.0,448287.0,2022-01
110,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2023-01-03,809057,400087,408970,2877,2883,519.0,442.0,171688.0,980745.0,2023-01
111,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2023-01-07,825678,412818,412860,2899,2899,557.0,444.0,185562.0,1011240.0,2023-01
112,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-01,824050,413337,410713,2905,2920,627.0,513.0,211428.0,1035478.0,2024-01
113,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-02,841664,424399,417265,2948,2951,600.0,498.0,205474.0,1047138.0,2024-01
114,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-03,852279,426956,425323,2879,2873,644.0,495.0,216510.0,1068789.0,2024-01
115,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-04,851460,424434,427026,2868,2869,631.0,508.0,208783.0,1060243.0,2024-01
116,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-05,855709,428766,426943,2877,2879,638.0,518.0,214804.0,1070513.0,2024-01
117,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-06,853059,425272,427787,2787,2786,655.0,514.0,231645.0,1084704.0,2024-01
118,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-07,896930,448292,448638,2901,2904,639.0,543.0,227990.0,1124920.0,2024-01
119,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-08,875530,439399,436131,2933,2932,615.0,504.0,209321.0,1084851.0,2024-01
120,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-09,863281,432336,430945,2927,2936,603.0,496.0,205681.0,1068962.0,2024-01
121,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-10,870927,434620,436307,2905,2899,647.0,498.0,210917.0,1081844.0,2024-01
122,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-11,874597,436535,438062,2933,2936,613.0,508.0,208706.0,1083303.0,2024-01
123,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-12,865955,432842,433113,2875,2873,631.0,511.0,215980.0,1081935.0,2024-01
124,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-13,870165,434473,435692,2870,2883,646.0,500.0,221744.0,1091909.0,2024-01
125,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-14,744842,363583,381259,2547,2552,666.0,502.0,219004.0,963846.0,2024-01
126,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-15,782525,392309,390216,2599,2598,629.0,511.0,208489.0,991014.0,2024-01
127,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-16,840723,423028,417695,2752,2747,585.0,507.0,202549.0,1043272.0,2024-01
128,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-17,850065,424445,425620,2805,2805,653.0,497.0,210370.0,1060435.0,2024-01
129,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-18,849541,426782,422759,2820,2821,613.0,508.0,211818.0,1061359.0,2024-01
130,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-19,831807,417055,414752,2715,2729,636.0,515.0,223201.0,1055008.0,2024-01
131,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-20,838408,421869,416359,2750,2739,639.0,515.0,220971.0,1059379.0,2024-01
132,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-21,842951,423685,419266,2739,2729,664.0,528.0,225866.0,1068817.0,2024-01
133,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-22,842951,423685,419266,2739,2729,652.0,499.0,210173.0,1053124.0,2024-01
134,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-23,819355,410890,408465,2738,2726,580.0,503.0,191904.0,1011259.0,2024-01
135,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-24,823962,412609,411353,2744,2749,654.0,501.0,203279.0,1027241.0,2024-01
136,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-25,845426,423011,422415,2790,2796,614.0,515.0,203238.0,1048664.0,2024-01
137,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-26,840802,421415,419387,2815,2804,632.0,521.0,210817.0,1051619.0,2024-01
138,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-27,858270,426191,432079,2905,3012,625.0,521.0,217882.0,1076152.0,2024-01
139,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-28,879804,437135,442669,2912,2925,653.0,530.0,222897.0,1102701.0,2024-01
140,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-29,883186,440851,442335,2948,2928,623.0,509.0,214380.0,1097566.0,2024-01
141,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-30,858034,427978,430056,2916,2909,581.0,506.0,196296.0,1054330.0,2024-01
142,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2024-01-31,842654,423985,418669,2859,2854,630.0,500.0,204718.0,1047372.0,2024-01
143,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2025-01-01,903348,458709,444639,3170,3166,630.0,633.0,227075.0,1130423.0,2025-01
144,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2025-01-02,933668,467381,466287,3182,3192,633.0,637.0,231973.0,1165641.0,2025-01
145,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2025-01-03,936817,463992,472825,3133,3137,619.0,613.0,238049.0,1174866.0,2025-01
146,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2025-01-04,938998,465739,473259,3062,3049,638.0,643.0,243567.0,1182565.0,2025-01
147,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2025-01-05,978884,488239,490645,3114,3124,658.0,659.0,253582.0,1232466.0,2025-01
148,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2025-01-06,975546,489033,486513,3148,3152,618.0,609.0,229985.0,1205531.0,2025-01
149,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2025-01-07,980482,489508,490974,3184,3183,621.0,621.0,230138.0,1210620.0,2025-01
150,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2025-01-28,965398,482756,482642,3199,3206,608.0,613.0,213937.0,1179335.0,2025-01
151,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2025-01-29,956181,477659,478522,3177,3182,663.0,586.0,219472.0,1175653.0,2025-01
152,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2025-01-30,974004,486012,487992,3206,3203,650.0,601.0,225000.0,1199004.0,2025-01
153,2018,ADAMPUR,DELHI,2258.0,2190.0,January,2025-01-31,997458,498462,498996,3201,3197,662.0,591.0,234359.0,1231817.0,2025-01
154,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2021-01-05,451941,228009,223932,2206,2198,495.6,442.24,160388.14666666667,843802.24,2021-01
155,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2021-01-18,456297,226717,229580,2088,2091,495.6,442.24,160388.14666666667,843802.24,2021-01
156,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-01,606261,298214,308047,2713,2736,297.0,305.0,87676.0,693937.0,2022-01
157,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-02,708991,350135,358856,2784,2794,314.0,328.0,91281.0,800272.0,2022-01
158,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-03,676848,339300,337548,2818,2810,316.0,310.0,88628.0,765476.0,2022-01
159,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-04,575080,289115,285965,2659,2660,279.0,306.0,81588.0,656668.0,2022-01
160,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-06,501865,253261,248604,2480,2469,286.0,311.0,86939.0,588804.0,2022-01
161,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-05,517351,259280,258071,2539,2543,310.0,307.0,87588.0,604939.0,2022-01
162,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-07,519983,259732,260251,2511,2518,333.0,341.0,95843.0,615826.0,2022-01
163,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-08,482360,241108,241252,2365,2366,330.0,321.0,91923.0,574283.0,2022-01
164,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-09,478321,237526,240795,2414,2409,335.0,344.0,93428.0,571749.0,2022-01
165,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-10,431118,216845,214273,2261,2247,314.0,316.0,86481.0,517599.0,2022-01
166,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-11,376906,187514,189392,2058,2061,302.0,303.0,78886.0,455792.0,2022-01
167,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-12,383736,191895,191841,2028,2035,316.0,317.0,83860.0,467596.0,2022-01
168,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-13,353712,177274,176438,2063,2062,316.0,315.0,79653.0,433365.0,2022-01
169,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-14,336992,169545,167447,1994,1991,337.0,344.0,89669.0,426661.0,2022-01
170,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-15,333220,167542,165678,1907,1903,305.0,305.0,83246.0,416466.0,2022-01
171,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-16,365325,180017,185308,2014,2035,315.0,335.0,84666.0,449991.0,2022-01
172,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-17,354854,178600,176254,1999,1993,313.0,306.0,76395.0,431249.0,2022-01
173,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-19,298895,151071,147824,1621,1610,307.0,299.0,73487.0,372382.0,2022-01
174,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-18,300548,150496,150052,1654,1647,290.0,290.0,68108.0,368656.0,2022-01
175,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-20,313562,156029,157533,1650,1650,305.0,305.0,74790.0,388352.0,2022-01
176,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-21,354118,178236,175882,1782,1794,314.0,328.0,82502.0,436620.0,2022-01
177,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-22,367940,183665,184275,1779,1778,321.0,317.0,78577.0,446517.0,2022-01
178,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-23,366408,179343,187065,1792,1798,324.0,326.0,79358.0,445766.0,2022-01
179,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-24,330676,165156,165520,1681,1661,292.0,289.0,71091.0,401767.0,2022-01
180,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-25,315635,159044,156591,1579,1568,276.0,279.0,65839.0,381474.0,2022-01
